country_name,date,daily_cases,pct_of_peak
Russia,2020-08-11,9963,4.89
Russia,2020-08-12,10083,4.94
Russia,2020-08-13,10049,4.93
Russia,2020-08-14,10050,4.93
Russia,2020-08-15,9969,4.89
Russia,2020-08-16,9778,4.79
Russia,2020-08-17,9565,4.69
Russia,2020-08-18,9519,4.67
Russia,2020-08-19,9541,4.68
Russia,2020-08-20,9606,4.71
Russia,2020-08-21,9735,4.77
Russia,2020-08-22,9685,4.75
Russia,2020-08-23,9514,4.66
Russia,2020-08-24,9353,4.59
Russia,2020-08-25,9283,4.55
Russia,2020-08-26,9320,4.57
Russia,2020-08-27,9474,4.65
Russia,2020-08-28,9683,4.75
Russia,2020-08-29,9806,4.81
Russia,2020-08-30,9867,4.84
Russia,2020-08-31,9639,4.73
Russia,2020-09-01,9598,4.71
Russia,2020-09-02,9856,4.83
Russia,2020-09-03,10045,4.93
Russia,2020-09-04,10245,5.02
Russia,2020-09-05,10329,5.06
Russia,2020-09-06,10269,5.04
Russia,2020-09-07,10182,4.99
Russia,2020-09-08,10219,5.01
Russia,2020-09-09,10506,5.15
Russia,2020-09-10,10788,5.29
Russia,2020-09-11,10899,5.34
Russia,2020-09-12,10842,5.32
Russia,2020-09-13,10865,5.33
Russia,2020-09-14,10937,5.36
Russia,2020-09-15,11099,5.44
Russia,2020-09-16,11365,5.57
Russia,2020-09-17,11565,5.67
Russia,2020-09-18,11866,5.82
Russia,2020-09-19,12107,5.94
Russia,2020-09-20,12241,6.0
Russia,2020-09-21,12307,6.03
Russia,2020-09-22,12539,6.15
Russia,2020-09-23,12918,6.33
Russia,2020-09-24,13697,6.72
Russia,2020-09-25,14629,7.17
Russia,2020-09-26,15279,7.49
Russia,2020-09-27,15894,7.79
Russia,2020-09-28,16253,7.97
Russia,2020-09-29,16601,8.14
Russia,2020-09-30,17312,8.49
Russia,2020-10-01,18241,8.94
Russia,2020-10-02,19151,9.39
Russia,2020-10-03,20232,9.92
Russia,2020-10-04,21261,10.42
Russia,2020-10-05,22373,10.97
Russia,2020-10-06,22597,11.08
Russia,2020-10-07,22471,11.02
Russia,2020-10-08,23467,11.51
Russia,2020-10-09,24815,12.17
Russia,2020-10-10,26309,12.9
Russia,2020-10-11,27036,13.26
Russia,2020-10-12,27273,13.37
Russia,2020-10-13,27916,13.69
Russia,2020-10-14,27789,13.63
Russia,2020-10-15,28701,14.07
Russia,2020-10-16,29863,14.64
Russia,2020-10-17,29808,14.62
Russia,2020-10-18,30870,15.14
Russia,2020-10-19,32083,15.73
Russia,2020-10-20,31813,15.6
Russia,2020-10-21,31421,15.41
Russia,2020-10-22,33047,16.2
Russia,2020-10-23,33602,16.48
Russia,2020-10-24,32970,16.17
Russia,2020-10-25,33747,16.55
Russia,2020-10-26,33703,16.53
Russia,2020-10-27,32546,15.96
Russia,2020-10-28,33610,16.48
Russia,2020-10-29,35717,17.51
Russia,2020-10-30,36148,17.72
Russia,2020-10-31,36521,17.91
Russia,2020-11-01,36657,17.97
Russia,2020-11-02,36688,17.99
Russia,2020-11-03,38219,18.74
Russia,2020-11-04,38909,19.08
Russia,2020-11-05,39716,19.47
Russia,2020-11-06,40784,20.0
Russia,2020-11-07,40623,19.92
Russia,2020-11-08,42061,20.62
Russia,2020-11-09,42557,20.87
Russia,2020-11-10,40616,19.91
Russia,2020-11-11,41177,20.19
Russia,2020-11-12,43293,21.23
Russia,2020-11-13,44390,21.77
Russia,2020-11-14,44984,22.06
Russia,2020-11-15,45062,22.09
Russia,2020-11-16,44943,22.04
Russia,2020-11-17,43155,21.16
Russia,2020-11-18,44297,21.72
Russia,2020-11-19,47623,23.35
Russia,2020-11-20,48836,23.95
Russia,2020-11-21,49074,24.06
Russia,2020-11-22,49418,24.23
Russia,2020-11-23,49165,24.11
Russia,2020-11-24,47704,23.39
Russia,2020-11-25,48818,23.94
Russia,2020-11-26,52670,25.83
Russia,2020-11-27,54299,26.62
Russia,2020-11-28,53424,26.19
Russia,2020-11-29,52667,25.82
Russia,2020-11-30,52399,25.69
Russia,2020-12-01,51423,25.21
Russia,2020-12-02,53133,26.05
Russia,2020-12-03,55179,27.06
Russia,2020-12-04,55809,27.36
Russia,2020-12-05,57432,28.16
Russia,2020-12-06,56798,27.85
Russia,2020-12-07,53850,26.4
Russia,2020-12-08,51895,25.45
Russia,2020-12-09,53716,26.34
Russia,2020-12-10,56093,27.5
Russia,2020-12-11,56284,27.6
Russia,2020-12-12,55754,27.34
Russia,2020-12-13,54926,26.93
Russia,2020-12-14,53539,26.25
Russia,2020-12-15,52723,25.85
Russia,2020-12-16,54236,26.59
Russia,2020-12-17,56287,27.6
Russia,2020-12-18,56275,27.59
Russia,2020-12-19,56676,27.79
Russia,2020-12-20,57816,28.35
Russia,2020-12-21,57649,28.27
Russia,2020-12-22,55549,27.24
Russia,2020-12-23,56707,27.8
Russia,2020-12-24,58478,28.67
Russia,2020-12-25,57815,28.35
Russia,2020-12-26,57082,27.99
Russia,2020-12-27,55605,27.26
Russia,2020-12-28,54334,26.64
Russia,2020-12-29,53071,26.02
Russia,2020-12-30,53815,26.39
Russia,2020-12-31,54341,26.64
Russia,2021-01-01,52893,25.93
Russia,2021-01-02,50061,24.55
Russia,2021-01-03,47176,23.13
Russia,2021-01-04,47248,23.17
Russia,2021-01-05,48160,23.61
Russia,2021-01-06,47441,23.26
Russia,2021-01-07,46868,22.98
Russia,2021-01-08,46636,22.87
Russia,2021-01-09,45866,22.49
Russia,2021-01-10,45864,22.49
Russia,2021-01-11,45956,22.53
Russia,2021-01-12,45510,22.31
Russia,2021-01-13,47305,23.19
Russia,2021-01-14,49012,24.03
Russia,2021-01-15,48377,23.72
Russia,2021-01-16,47241,23.16
Russia,2021-01-17,46020,22.56
Russia,2021-01-18,44224,21.68
Russia,2021-01-19,42584,20.88
Russia,2021-01-20,42680,20.93
Russia,2021-01-21,43051,21.11
Russia,2021-01-22,42095,20.64
Russia,2021-01-23,41707,20.45
Russia,2021-01-24,40091,19.66
Russia,2021-01-25,37237,18.26
Russia,2021-01-26,35730,17.52
Russia,2021-01-27,36605,17.95
Russia,2021-01-28,38096,18.68
Russia,2021-01-29,38006,18.64
Russia,2021-01-30,37123,18.2
Russia,2021-01-31,35744,17.53
Russia,2021-02-01,34049,16.69
Russia,2021-02-02,32893,16.13
Russia,2021-02-03,32947,16.15
Russia,2021-02-04,33166,16.26
Russia,2021-02-05,33072,16.22
Russia,2021-02-06,32433,15.9
Russia,2021-02-07,31735,15.56
Russia,2021-02-08,30731,15.07
Russia,2021-02-09,29313,14.37
Russia,2021-02-10,29310,14.37
Russia,2021-02-11,29899,14.66
Russia,2021-02-12,29737,14.58
Russia,2021-02-13,28839,14.14
Russia,2021-02-14,28188,13.82
Russia,2021-02-15,27245,13.36
Russia,2021-02-16,25871,12.69
Russia,2021-02-17,26090,12.79
Russia,2021-02-18,26699,13.09
Russia,2021-02-19,26212,12.85
Russia,2021-02-20,25526,12.52
Russia,2021-02-21,25184,12.35
Russia,2021-02-22,24286,11.91
Russia,2021-02-23,23438,11.49
Russia,2021-02-24,22822,11.19
Russia,2021-02-25,22165,10.87
Russia,2021-02-26,22495,11.03
Russia,2021-02-27,22776,11.17
Russia,2021-02-28,22810,11.18
Russia,2021-03-01,22020,10.8
Russia,2021-03-02,20983,10.29
Russia,2021-03-03,21807,10.69
Russia,2021-03-04,22291,10.93
Russia,2021-03-05,21927,10.75
Russia,2021-03-06,21504,10.54
Russia,2021-03-07,20735,10.17
Russia,2021-03-08,19592,9.61
Russia,2021-03-09,18421,9.03
Russia,2021-03-10,18245,8.95
Russia,2021-03-11,18954,9.29
Russia,2021-03-12,19599,9.61
Russia,2021-03-13,19888,9.75
Russia,2021-03-14,19418,9.52
Russia,2021-03-15,18734,9.19
Russia,2021-03-16,18298,8.97
Russia,2021-03-17,18702,9.17
Russia,2021-03-18,19403,9.51
Russia,2021-03-19,19232,9.43
Russia,2021-03-20,18836,9.24
Russia,2021-03-21,18488,9.07
Russia,2021-03-22,17643,8.65
Russia,2021-03-23,17219,8.44
Russia,2021-03-24,17978,8.81
Russia,2021-03-25,18284,8.96
Russia,2021-03-26,17944,8.8
Russia,2021-03-27,17862,8.76
Russia,2021-03-28,17687,8.67
Russia,2021-03-29,16872,8.27
Russia,2021-03-30,16440,8.06
Russia,2021-03-31,17325,8.49
Russia,2021-04-01,17837,8.75
Russia,2021-04-02,17690,8.67
Russia,2021-04-03,17713,8.69
Russia,2021-04-04,17337,8.5
Russia,2021-04-05,16847,8.26
Russia,2021-04-06,16493,8.09
Russia,2021-04-07,16835,8.25
Russia,2021-04-08,17689,8.67
Russia,2021-04-09,17722,8.69
Russia,2021-04-10,17272,8.47
Russia,2021-04-11,16885,8.28
Russia,2021-04-12,16353,8.02
Russia,2021-04-13,16359,8.02
Russia,2021-04-14,17132,8.4
Russia,2021-04-15,17798,8.73
Russia,2021-04-16,18171,8.91
Russia,2021-04-17,17807,8.73
Russia,2021-04-18,17072,8.37
Russia,2021-04-19,16604,8.14
Russia,2021-04-20,16290,7.99
Russia,2021-04-21,17117,8.39
Russia,2021-04-22,17688,8.67
Russia,2021-04-23,17512,8.59
Russia,2021-04-24,17443,8.55
Russia,2021-04-25,17423,8.54
Russia,2021-04-26,16703,8.19
Russia,2021-04-27,15745,7.72
Russia,2021-04-28,16980,8.33
Russia,2021-04-29,17862,8.76
Russia,2021-04-30,17853,8.75
Russia,2021-05-01,17818,8.74
Russia,2021-05-02,17032,8.35
Russia,2021-05-03,16103,7.9
Russia,2021-05-04,15595,7.65
Russia,2021-05-05,15467,7.58
Russia,2021-05-06,15873,7.78
Russia,2021-05-07,16560,8.12
Russia,2021-05-08,16591,8.13
Russia,2021-05-09,16725,8.2
Russia,2021-05-10,16430,8.06
Russia,2021-05-11,16181,7.93
Russia,2021-05-12,16450,8.07
Russia,2021-05-13,17693,8.68
Russia,2021-05-14,18101,8.88
Russia,2021-05-15,17195,8.43
Russia,2021-05-16,17731,8.69
Russia,2021-05-17,17360,8.51
Russia,2021-05-18,15951,7.82
Russia,2021-05-19,17006,8.34
Russia,2021-05-20,18028,8.84
Russia,2021-05-21,17503,8.58
Russia,2021-05-22,17518,8.59
Russia,2021-05-23,17217,8.44
Russia,2021-05-24,16150,7.92
Russia,2021-05-25,16118,7.9
Russia,2021-05-26,17271,8.47
Russia,2021-05-27,18149,8.9
Russia,2021-05-28,18400,9.02
Russia,2021-05-29,18839,9.24
Russia,2021-05-30,18023,8.84
Russia,2021-05-31,17831,8.74
Russia,2021-06-01,18189,8.92
Russia,2021-06-02,17620,8.64
Russia,2021-06-03,17732,8.69
Russia,2021-06-04,17939,8.8
Russia,2021-06-05,18151,8.9
Russia,2021-06-06,18433,9.04
Russia,2021-06-07,19252,9.44
Russia,2021-06-08,20232,9.92
Russia,2021-06-09,21947,10.76
Russia,2021-06-10,24045,11.79
Russia,2021-06-11,25854,12.68
Russia,2021-06-12,28066,13.76
Russia,2021-06-13,28269,13.86
Russia,2021-06-14,27728,13.6
Russia,2021-06-15,27395,13.43
Russia,2021-06-16,27261,13.37
Russia,2021-06-17,31118,15.26
Russia,2021-06-18,34961,17.14
Russia,2021-06-19,35298,17.31
Russia,2021-06-20,34758,17.04
Russia,2021-06-21,33846,16.6
Russia,2021-06-22,34052,16.7
Russia,2021-06-23,37511,18.39
Russia,2021-06-24,40297,19.76
Russia,2021-06-25,41769,20.48
Russia,2021-06-26,41900,20.54
Russia,2021-06-27,41872,20.53
Russia,2021-06-28,41935,20.56
Russia,2021-06-29,41320,20.26
Russia,2021-06-30,44233,21.69
Russia,2021-07-01,46403,22.75
Russia,2021-07-02,47288,23.19
Russia,2021-07-03,49205,24.13
Russia,2021-07-04,49107,24.08
Russia,2021-07-05,47338,23.21
Russia,2021-07-06,46949,23.02
Russia,2021-07-07,48386,23.72
Russia,2021-07-08,50180,24.6
Russia,2021-07-09,50439,24.73
Russia,2021-07-10,49552,24.3
Russia,2021-07-11,49646,24.34
Russia,2021-07-12,49226,24.14
Russia,2021-07-13,48326,23.7
Russia,2021-07-14,49823,24.43
Russia,2021-07-15,50193,24.61
Russia,2021-07-16,49652,24.35
Russia,2021-07-17,49503,24.27
Russia,2021-07-18,49177,24.11
Russia,2021-07-19,48244,23.65
Russia,2021-07-20,47008,23.05
Russia,2021-07-21,47703,23.39
Russia,2021-07-22,47821,23.45
Russia,2021-07-23,47301,23.19
Russia,2021-07-24,47554,23.32
Russia,2021-07-25,46848,22.97
Russia,2021-07-26,45813,22.46
Russia,2021-07-27,45009,22.07
Russia,2021-07-28,45236,22.18
Russia,2021-07-29,46377,22.74
Russia,2021-07-30,46914,23.0
Russia,2021-07-31,46157,22.63
Russia,2021-08-01,45858,22.49
Russia,2021-08-02,45075,22.1
Russia,2021-08-03,44158,21.65
Russia,2021-08-04,45271,22.2
Russia,2021-08-05,45326,22.22
Russia,2021-08-06,44512,21.83
Russia,2021-08-07,44724,21.93
Russia,2021-08-08,44561,21.85
Russia,2021-08-09,43072,21.12
Russia,2021-08-10,42477,20.83
Russia,2021-08-11,43036,21.1
Russia,2021-08-12,43737,21.45
Russia,2021-08-13,43953,21.55
Russia,2021-08-14,43302,21.23
Russia,2021-08-15,41926,20.56
Russia,2021-08-16,41266,20.23
Russia,2021-08-17,41417,20.31
Russia,2021-08-18,41520,20.36
Russia,2021-08-19,41601,20.4
Russia,2021-08-20,41547,20.37
Russia,2021-08-21,41127,20.17
Russia,2021-08-22,39580,19.41
Russia,2021-08-23,37856,18.56
Russia,2021-08-24,37942,18.6
Russia,2021-08-25,38740,18.99
Russia,2021-08-26,38728,18.99
Russia,2021-08-27,38593,18.92
Russia,2021-08-28,38380,18.82
Russia,2021-08-29,37224,18.25
Russia,2021-08-30,35765,17.54
Russia,2021-08-31,35822,17.56
Russia,2021-09-01,37008,18.15
Russia,2021-09-02,37501,18.39
Russia,2021-09-03,37302,18.29
Russia,2021-09-04,37096,18.19
Russia,2021-09-05,36171,17.74
Russia,2021-09-06,34962,17.14
Russia,2021-09-07,35136,17.23
Russia,2021-09-08,36095,17.7
Russia,2021-09-09,36411,17.85
Russia,2021-09-10,36924,18.1
Russia,2021-09-11,37140,18.21
Russia,2021-09-12,36428,17.86
Russia,2021-09-13,35710,17.51
Russia,2021-09-14,36376,17.84
Russia,2021-09-15,38134,18.7
Russia,2021-09-16,39191,19.22
Russia,2021-09-17,39922,19.57
Russia,2021-09-18,40185,19.7
Russia,2021-09-19,39587,19.41
Russia,2021-09-20,38584,18.92
Russia,2021-09-21,38536,18.89
Russia,2021-09-22,40786,20.0
Russia,2021-09-23,42447,20.81
Russia,2021-09-24,43036,21.1
Russia,2021-09-25,44138,21.64
Russia,2021-09-26,44314,21.73
Russia,2021-09-27,43359,21.26
Russia,2021-09-28,43546,21.35
Russia,2021-09-29,45860,22.49
Russia,2021-09-30,47936,23.5
Russia,2021-10-01,49254,24.15
Russia,2021-10-02,50489,24.76
Russia,2021-10-03,51042,25.03
Russia,2021-10-04,50366,24.7
Russia,2021-10-05,49707,24.37
Russia,2021-10-06,52132,25.56
Russia,2021-10-07,54237,26.59
Russia,2021-10-08,56035,27.48
Russia,2021-10-09,57416,28.15
Russia,2021-10-10,57438,28.16
Russia,2021-10-11,56974,27.94
Russia,2021-10-12,56271,27.59
Russia,2021-10-13,59359,29.1
Russia,2021-10-14,62828,30.81
Russia,2021-10-15,64718,31.73
Russia,2021-10-16,66810,32.76
Russia,2021-10-17,67920,33.3
Russia,2021-10-18,67350,33.02
Russia,2021-10-19,67078,32.89
Russia,2021-10-20,69663,34.16
Russia,2021-10-21,72716,35.65
Russia,2021-10-22,74042,36.3
Russia,2021-10-23,72555,35.58
Russia,2021-10-24,72797,35.69
Russia,2021-10-25,73577,36.08
Russia,2021-10-26,72216,35.41
Russia,2021-10-27,75849,37.19
Russia,2021-10-28,79099,38.78
Russia,2021-10-29,79235,38.85
Russia,2021-10-30,80367,39.41
Russia,2021-10-31,80500,39.47
Russia,2021-11-01,78509,38.49
Russia,2021-11-02,78541,38.51
Russia,2021-11-03,79741,39.1
Russia,2021-11-04,80024,39.24
Russia,2021-11-05,81127,39.78
Russia,2021-11-06,79542,39.0
Russia,2021-11-07,77602,38.05
Russia,2021-11-08,77590,38.04
Russia,2021-11-09,76237,37.38
Russia,2021-11-10,77824,38.16
Russia,2021-11-11,79884,39.17
Russia,2021-11-12,78373,38.43
Russia,2021-11-13,77065,37.79
Russia,2021-11-14,76216,37.37
Russia,2021-11-15,74203,36.38
Russia,2021-11-16,72410,35.5
Russia,2021-11-17,72960,35.77
Russia,2021-11-18,73480,36.03
Russia,2021-11-19,73223,35.9
Russia,2021-11-20,73034,35.81
Russia,2021-11-21,71599,35.11
Russia,2021-11-22,68694,33.68
Russia,2021-11-23,66612,32.66
Russia,2021-11-24,66487,32.6
Russia,2021-11-25,67673,33.18
Russia,2021-11-26,67855,33.27
Russia,2021-11-27,66760,32.73
Russia,2021-11-28,66738,32.72
Russia,2021-11-29,65875,32.3
Russia,2021-11-30,64893,31.82
Russia,2021-12-01,65638,32.18
Russia,2021-12-02,65743,32.24
Russia,2021-12-03,65338,32.04
Russia,2021-12-04,65030,31.89
Russia,2021-12-05,64202,31.48
Russia,2021-12-06,62715,30.75
Russia,2021-12-07,61344,30.08
Russia,2021-12-08,60469,29.65
Russia,2021-12-09,60606,29.72
Russia,2021-12-10,60701,29.76
Russia,2021-12-11,59769,29.31
Russia,2021-12-12,59062,28.96
Russia,2021-12-13,57573,28.23
Russia,2021-12-14,56293,27.6
Russia,2021-12-15,56502,27.7
Russia,2021-12-16,55899,27.41
Russia,2021-12-17,54856,26.9
Russia,2021-12-18,55098,27.02
Russia,2021-12-19,54707,26.82
Russia,2021-12-20,52657,25.82
Russia,2021-12-21,50927,24.97
Russia,2021-12-22,50684,24.85
Russia,2021-12-23,50131,24.58
Russia,2021-12-24,49442,24.24
Russia,2021-12-25,48470,23.77
Russia,2021-12-26,46736,22.92
Russia,2021-12-27,44940,22.03
Russia,2021-12-28,42856,21.01
Russia,2021-12-29,42011,20.6
Russia,2021-12-30,41536,20.37
Russia,2021-12-31,40220,19.72
Russia,2022-01-01,37828,18.55
Russia,2022-01-02,34426,16.88
Russia,2022-01-03,32100,15.74
Russia,2022-01-04,31541,15.47
Russia,2022-01-05,30962,15.18
Russia,2022-01-06,31931,15.66
Russia,2022-01-07,33188,16.27
Russia,2022-01-08,32688,16.03
Russia,2022-01-09,31962,15.67
Russia,2022-01-10,33245,16.3
Russia,2022-01-11,35371,17.34
Russia,2022-01-12,38974,19.11
Russia,2022-01-13,44827,21.98
Russia,2022-01-14,50834,24.92
Russia,2022-01-15,56228,27.57
Russia,2022-01-16,59750,29.3
Russia,2022-01-17,61755,30.28
Russia,2022-01-18,64904,31.82
Russia,2022-01-19,72440,35.52
Russia,2022-01-20,88026,43.16
Russia,2022-01-26,88816,43.55
Russia,2022-01-27,98040,48.07
Russia,2022-02-28,97333,47.72
Russia,2022-03-01,97455,47.78
Russia,2022-03-02,93026,45.61
Russia,2022-03-03,89174,43.72
Russia,2022-03-04,86769,42.54
Russia,2022-03-05,79863,39.16
Russia,2022-03-06,73162,35.87
Russia,2022-03-07,66576,32.64
Russia,2022-03-08,58675,28.77
Russia,2022-03-09,51231,25.12
Russia,2022-03-10,50743,24.88
Russia,2022-03-11,48154,23.61
Russia,2022-03-12,44989,22.06
Russia,2022-03-13,41055,20.13
Russia,2022-03-14,36678,17.98
Russia,2022-03-15,36519,17.91
Russia,2022-03-16,34819,17.07
Russia,2022-03-17,34442,16.89
Russia,2022-03-18,32958,16.16
Russia,2022-03-19,31035,15.22
Russia,2022-03-20,28709,14.08
Russia,2022-03-21,26394,12.94
Russia,2022-03-22,26826,13.15
Russia,2022-03-23,25387,12.45
Russia,2022-03-24,25382,12.45
Russia,2022-03-25,24072,11.8
Russia,2022-03-26,23280,11.41
Russia,2022-03-27,21101,10.35
Russia,2022-03-28,19660,9.64
Russia,2022-03-29,20145,9.88
Russia,2022-03-30,19277,9.45
Russia,2022-03-31,19164,9.4
Russia,2022-04-01,17949,8.8
Russia,2022-04-02,16828,8.25
Russia,2022-04-03,15291,7.5
Russia,2022-04-04,13947,6.84
Russia,2022-04-05,14661,7.19
Russia,2022-04-06,14355,7.04
Russia,2022-04-07,14311,7.02
Russia,2022-04-08,13573,6.66
Russia,2022-04-09,13056,6.4
Russia,2022-04-10,11855,5.81
Russia,2022-04-11,10910,5.35
Russia,2022-04-12,11754,5.76
Russia,2022-04-13,11348,5.56
Russia,2022-04-14,11432,5.61
Russia,2022-04-15,11095,5.44
Russia,2022-04-16,10263,5.03
Russia,2022-04-17,9434,4.63
Russia,2022-04-18,8640,4.24
Russia,2022-04-19,9195,4.51
Russia,2022-04-20,8875,4.35
Russia,2022-04-21,9001,4.41
Russia,2022-04-22,8829,4.33
Russia,2022-04-23,8446,4.14
Russia,2022-04-24,7651,3.75
Russia,2022-04-25,7107,3.48
Russia,2022-04-26,7705,3.78
Russia,2022-04-27,7681,3.77
Russia,2022-04-28,7710,3.78
Russia,2022-04-29,7363,3.61
Russia,2022-04-30,7047,3.46
Russia,2022-05-01,6207,3.04
Russia,2022-05-02,5466,2.68
Russia,2022-05-03,5093,2.5
Russia,2022-05-04,5011,2.46
Russia,2022-05-05,5541,2.72
Russia,2022-05-06,5500,2.7
Russia,2022-05-07,5447,2.67
Russia,2022-05-08,5030,2.47
Russia,2022-05-09,4531,2.22
Russia,2022-05-10,4102,2.01
Russia,2022-05-11,4065,1.99
Russia,2022-05-12,4896,2.4
Russia,2022-05-13,5047,2.47
Russia,2022-05-14,4956,2.43
Russia,2022-05-15,4543,2.23
Russia,2022-05-16,4122,2.02
Russia,2022-05-17,4732,2.32
Russia,2022-05-18,4927,2.42
Russia,2022-05-19,5089,2.5
Russia,2022-05-20,5034,2.47
Russia,2022-05-21,4710,2.31
Russia,2022-05-22,4158,2.04
Russia,2022-05-23,3785,1.86
Russia,2022-05-24,4580,2.25
Russia,2022-05-25,4700,2.3
Russia,2022-05-26,4619,2.26
Russia,2022-05-27,4556,2.23
Russia,2022-05-28,4188,2.05
Russia,2022-05-29,3801,1.86
Russia,2022-05-30,3526,1.73
Russia,2022-05-31,4151,2.04
Russia,2022-06-01,4262,2.09
Russia,2022-06-02,4188,2.05
Russia,2022-06-03,4101,2.01
Russia,2022-06-04,3786,1.86
Russia,2022-06-05,3349,1.64
Russia,2022-06-06,3259,1.6
Russia,2022-06-07,3646,1.79
Russia,2022-06-08,3774,1.85
Russia,2022-06-09,3678,1.8
Russia,2022-06-10,3627,1.78
Russia,2022-06-11,3403,1.67
Russia,2022-06-12,2996,1.47
Russia,2022-06-13,2797,1.37
Russia,2022-06-14,2718,1.33
Russia,2022-06-15,3326,1.63
Russia,2022-06-16,3373,1.65
Russia,2022-06-17,3382,1.66
Russia,2022-06-18,3081,1.51
Russia,2022-06-19,2667,1.31
Russia,2022-06-20,2500,1.23
Russia,2022-06-21,3058,1.5
Russia,2022-06-22,3166,1.55
Russia,2022-06-23,3154,1.55
Russia,2022-06-24,3072,1.51
Russia,2022-06-25,3004,1.47
Russia,2022-06-26,2683,1.32
Russia,2022-06-27,2541,1.25
Russia,2022-06-28,3028,1.48
Russia,2022-06-29,3106,1.52
Russia,2022-06-30,3155,1.55
Russia,2022-07-01,3285,1.61
Russia,2022-07-02,3080,1.51
Russia,2022-07-03,2866,1.41
Russia,2022-07-04,2676,1.31
Russia,2022-07-05,3150,1.54
Russia,2022-07-06,3359,1.65
Russia,2022-07-07,3464,1.7
Russia,2022-07-08,3539,1.74
Russia,2022-07-09,3398,1.67
Russia,2022-07-10,3097,1.52
Russia,2022-07-11,3002,1.47
Russia,2022-07-12,3929,1.93
Russia,2022-07-13,4238,2.08
Russia,2022-07-14,4457,2.19
Russia,2022-07-15,4698,2.3
Russia,2022-07-16,4664,2.29
Russia,2022-07-17,4548,2.23
Russia,2022-07-18,4200,2.06
Russia,2022-07-19,5685,2.79
Russia,2022-07-20,6391,3.13
Russia,2022-07-21,6659,3.27
Russia,2022-07-22,6953,3.41
Russia,2022-07-23,7523,3.69
Russia,2022-07-24,6571,3.22
Russia,2022-07-25,6183,3.03
Russia,2022-07-26,9027,4.43
Russia,2022-07-27,11515,5.65
Russia,2022-07-28,11422,5.6
Russia,2022-07-29,12248,6.01
Russia,2022-07-30,12498,6.13
Russia,2022-07-31,10824,5.31
Russia,2022-08-01,9560,4.69
Russia,2022-08-02,14638,7.18
Russia,2022-08-03,17126,8.4
Russia,2022-08-04,18555,9.1
Russia,2022-08-05,53832,26.39
Russia,2022-08-06,20303,9.95
Russia,2022-08-07,17862,8.76
Russia,2022-08-08,16325,8.0
Russia,2022-08-09,23771,11.66
Russia,2022-08-10,25815,12.66
Russia,2022-08-11,27810,13.64
Russia,2022-08-12,28694,14.07
Russia,2022-08-13,28982,14.21
Russia,2022-08-14,25273,12.39
Russia,2022-08-15,23909,11.72
Russia,2022-08-16,33106,16.23
Russia,2022-08-17,35809,17.56
Russia,2022-08-18,72731,35.66
Russia,2022-08-19,76837,37.67
Russia,2022-08-20,78875,38.67
Russia,2022-08-21,71885,35.25
Russia,2022-08-22,63202,30.99
Russia,2022-08-23,70426,34.53
Russia,2022-08-24,83340,40.86
Russia,2022-08-25,89531,43.9
Russia,2022-08-26,92616,45.41
Russia,2022-08-27,92968,45.58
Russia,2022-08-28,85485,41.91
Russia,2022-08-29,75568,37.05
Russia,2022-08-30,82388,40.4
Russia,2022-08-31,95160,46.66
Russia,2022-09-01,99530,48.8
Russia,2022-09-02,101485,49.76
Russia,2022-09-03,98421,48.26
Russia,2022-09-04,88365,43.33
Russia,2022-09-05,78920,38.7
Russia,2022-09-06,85320,41.83
Russia,2022-09-07,97370,47.74
Russia,2022-09-08,101244,49.64
Russia,2022-09-11,97740,47.92
Russia,2022-09-12,88975,43.63
Russia,2022-09-13,94296,46.24
Russia,2022-09-15,54368,26.66
